un_stem list,total numbers
['movie poster'],2
['great barrier reef'],2
['grocery'],2
['cholera'],2
['computer animation'],2
['hanged man'],2
['consciousness'],2
['killer clown'],2
['subtitled scene'],2
['gunshot'],2
['half-brother'],2
['lethal injection'],2
['sweatshop'],2
['appalachia'],2
['death sentence'],2
['video surveillance'],2
['book store'],2
['doomed man'],2
['protective father'],2
['tang dynasty'],2
['partisan'],2
['idealist'],2
"[""frankenstein's monster""]",2
['exodus'],2
['sister-in-law'],2
['national socialist party'],2
['crude humor'],2
['southern california'],2
['barrier ice'],2
['bookshop'],2
['torture by the police'],2
['incompetence'],2
['weightlifting'],2
['male camaraderie'],2
['investment'],2
['pledge'],2
['mi6'],2
['soccer coach'],2
['amateur soccer'],2
['male stripper'],2
['sibling'],2
['long island'],2
['ancient evil'],2
['ghost hunting'],2
['ant-hill'],2
"['bandits', 'bandit']",2
['dignity'],2
['dea'],2
['ice melting'],2
['drawing'],2
['intellectually gifted'],2
['plagiarism'],2
['kingpin'],2
['child of divorce'],2
['united kingdom'],2
['film'],2
['niagara falls'],2
['doing the right thing'],2
['male bonding'],2
['march'],2
['tarot cards'],2
['prison visit'],2
['fantasy sequence'],2
['cultural difference'],2
['mind transfer'],2
['music competition'],2
['pop singer'],2
['queen elisabeth ii'],2
['british soldier'],2
['libya'],2
['facial scar'],2
['defeat'],2
['erotic thriller'],2
['flush'],2
['witchcraft'],2
['girl next door'],2
['north atlantic'],2
['irish catholic'],2
['boarding house'],2
['historical'],2
['donkey'],2
['chile'],2
['michigan'],2
['despot'],2
['alliance'],2
['lebanon'],2
['law school'],2
['evil child'],2
['bath tub'],2
['pretend relationship'],2
['thesis'],2
['news'],2
['metereologist'],2
['prediction'],2
['pressure'],2
['grieving widower'],2
['machismo'],2
['alice in wonderland'],2
['pride and vanity'],2
['globalization'],2
['destruction of a civilization'],2
['unlikely lovers'],2
['bowling team'],2
['hair loss'],2
['dictatorship'],2
['poseidon'],2
['demigod'],2
['false memory'],2
['pension'],2
['black'],2
['sole survivor'],2
['scythe'],2
['iron man'],2
['heavy rain'],2
['religious fanatic'],2
['having fun'],2
"['lancaster, pa']",2
['southern'],2
['burning of witches'],2
['birthday party'],2
['begnadigung'],2
['reconnaissance'],2
['army base'],2
['u.s. military'],2
['amateur theater'],2
['long take'],2
"['pen pals', 'pen pal']",2
['energy policy'],2
['nazi background'],2
['bank manager'],2
['red riding hood'],2
['over-the-hill fighter'],2
['awol'],2
['junk food'],2
['atlantic city'],2
['explosives expert'],2
['black and white scene'],2
['ragtime'],2
['typewriter'],2
['\xa0nosferatu'],2
['post 9/11'],2
['tombstone'],2
['grifter'],2
['internet porn'],2
['missed opportunity'],2
['photo shoot'],2
['man hunt'],2
['food industry'],2
['sex doll'],2
['bank fraud'],2
"['piano lesson', 'piano lessons']",2
['gun rampage'],2
['hook'],2
['iwo jima'],2
['high rise'],2
['female agent'],2
['economy'],2
['bomb squad'],2
['tomb'],2
['music school'],2
"['drug trafficking', 'drug trafficker']",2
['political prisoner'],2
['eye specialist'],2
['schutzstaffel'],2
['accountant'],2
['reference to facebook'],2
['bungee-jump'],2
['cyclops'],2
['entertainer'],2
['self-abandonment'],2
"['mimes', 'mime']",2
['farmland'],2
"['carnies', 'carny']",2
['fan'],2
['new hampshire'],2
['news spoof'],2
['gang warfare'],2
['newsroom'],2
['motorboat'],2
['sect'],2
['organic food'],2
['though guy'],2
['political campaign'],2
['hat'],2
['pleasure'],2
['ashes'],2
['fighter plane'],2
['resistance fighter'],2
['research station'],2
['based on toy'],2
['aqueduct'],2
['child murder'],2
['mine field'],2
['gold theft'],2
['fiancé fiancée relationship'],2
['three kings'],2
['housebreaking'],2
['antisocial personality disorder'],2
['tragic death'],2
['outsider'],2
['swinging 60s'],2
['environment'],2
['howling'],2
['street fighter'],2
['government conspiracy'],2
['spit in the face'],2
['school dance'],2
['finger gun'],2
"[""driver's license""]",2
['anarchist'],2
['erection'],2
['noises'],2
['sherlock holmes'],2
['elmore leonard'],2
['prohibition'],2
['atlantis'],2
['waterfall'],2
['walking dead'],2
['gold miner'],2
['fur'],2
['art house'],2
['jekyll and hyde'],2
"['mystic', 'mysticism']",2
['video nasty'],2
['mole'],2
['gi'],2
['national guard'],2
['tramp'],2
['crash landing'],2
['marriage problems'],2
['police training'],2
['white suit'],2
['raised middle finger'],2
['berlin wall'],2
['mental'],2
['realtor'],2
['german democratic republic'],2
['socialism'],2
['war of independence'],2
['cigarette'],2
['chambers of a barrister'],2
['parents and children'],2
['student of medicine'],2
['coffee shop'],2
['based on board game'],2
['argentina'],2
['asian'],2
"[""shakespeare's romeo and juliet""]",2
['screwball'],2
['male model'],2
['ninja fighter'],2
['supreme court'],2
['ranger'],2
['panama'],2
['military court'],2
['bagdad'],2
['genocide'],2
['prime number'],2
['forensic'],2
['arabian'],2
['pizza boy'],2
['couple'],2
['implanted memory'],2
['mechanical engineering'],2
['reckless driving'],2
['parole board'],2
['world of fasion'],2
['tentacle'],2
['group dynamics'],2
['outcast'],2
['inuit'],2
['double murder'],2
['to drop brick'],2
['gremlin'],2
['cleverness'],2
['current'],2
['tricks'],2
['tenderness'],2
['music lover'],2
['maryland'],2
['secret passage'],2
['laughing'],2
['shakespeare in modern dress'],2
['puerto rican'],2
['palestinian'],2
['wrongful imprisonment'],2
['obsessive love'],2
['middle east conflict'],2
['calypso'],2
['beijing'],2
['house fire'],2
['minotaur'],2
['time loop'],2
['way of life'],2
['self-destruction'],2
['province'],2
['sexual awakening'],2
['uzi'],2
['disguised voice'],2
['female homosexuality'],2
['barbed wire'],2
['impersonating a police officer'],2
['gigolo'],2
['orchid'],2
['wrestler'],2
['harmonica'],2
['scotland yard'],2
['facebook'],2
['floatplane'],2
['ghostbuster'],2
['zeppelin'],2
['snowboarding'],2
['pet dog'],2
['microchip'],2
['vegetable'],2
['ten commandments'],2
['pilgrimage'],2
['civil rights movement '],2
['police academy'],2
['martin luther king'],2
['koran'],2
['receiving of stolen goods'],2
['outback'],2
['alcoholic drink'],2
['undressing'],2
['japanese mafia'],2
['sexual attraction'],2
['hamster'],2
['wedding ring'],2
['axe murder'],2
['switchblade'],2
['abandoned mine'],2
['exploding boat'],2
['night vision'],2
['poacher'],2
['hearing'],2
"['burn', 'burning']",2
['stealing money'],2
['hades'],2
['hamburg germany'],2
['explicit sex'],2
['sheep'],2
['separation'],2
['fairy godmother'],2
"['spell', 'spelling']",2
['trade union'],2
['policy and organisations'],2
['drag queen'],2
['car movie'],2
['kryptonite'],2
['stolen cars'],2
['snuff'],2
['fatal attraction'],2
['spontaneous combustion'],2
['adoptive mother'],2
['ayn rand'],2
['surrogate mother'],2
['chariot'],2
"['philosopher', 'philosophical']",2
['archangel gabriel'],2
['rescue operation'],2
['child as an adult'],2
['lesbian sex'],2
['bed and breakfast place'],2
['nervous breakdown'],2
['nostalgia'],2
['genghis khan'],2
['bong'],2
['lone ranger'],2
['engagement ring'],2
['banishment'],2
['law enforcement'],2
['sword and planet'],2
['sewerage'],2
['heart disease'],2
['coward'],2
['rock music'],2
['drummer'],2
['autobiography'],2
['political satire'],2
['hip hop culture'],2
['expecting twins'],2
['corporate crime'],2
['expectant father'],2
['t shirt'],2
['motivational speaker'],2
['underground fighting'],2
['syracuse university'],2
['offer'],2
['cult leader'],2
['asgard'],2
['postwar period'],2
['tavern'],2
['puzzle'],2
['proposal'],2
['player'],2
['existence'],2
['emergency room'],2
['masked man'],2
['hard to kill'],2
['homeschooling'],2
['car breakdown'],2
['chapel'],2
['uss enterprise'],2
['veteran'],2
['summer job'],2
['acid'],2
['criminal heroes'],2
['rowboat'],2
['half sister'],2
['scene'],2
['volcanologist'],2
['inner city'],2
['the lone ranger'],2
['chemical'],2
['photographic memory'],2
['illuminati'],2
['blood sample'],2
['limp'],2
['aggression by plant'],2
['carnivorous plant'],2
['exorcist'],2
['bum'],2
['washington state'],2
['toilet'],2
['role reversal'],2
['jackhammer'],2
['new york subway'],2
['subway train'],2
['professional sports'],2
['shocking'],2
['parkour'],2
['password'],2
['audio cassette'],2
['casual sex'],2
['jules verne'],2
['maid of honor'],2
['wedding party'],2
['fear of commitment'],2
['sponge bath'],2
['old woman'],2
['log cabin'],2
['hot air balloon'],2
['ghost child'],2
['nudism'],2
['older woman younger man relationship'],2
['pit'],2
['school presentation'],2
['bipolar disorder'],2
['air controller'],2
['royal court'],2
['pier'],2
"['plane', 'planes']",2
['wetting pants'],2
['immaturity'],2
['phobia'],2
['aviation'],2
['new toy'],2
['bomb planting'],2
['selfishness'],2
['plane wreck'],2
['wrong number'],2
['rent'],2
['cyber terrorism'],2
['narcissist'],2
['butterfly'],2
"['deafness', 'deaf']",2
['european'],2
['moon base'],2
['smurf'],2
['syringe'],2
['australian aborigine'],2
['psychic power'],2
['lingerie slip'],2
['skype'],2
['record company'],2
['legalized murder'],2
['father son reunion'],2
['vietcong'],2
['mysterious stranger'],2
['woman crying'],2
['brighton'],2
['south korea'],2
['dagger'],2
['marooned'],2
['repo man'],2
['columbine'],2
"['tripping', 'trip']",2
"['clairvoyant', 'clairvoyance']",2
['attempted robbery'],2
['kentucky'],2
['fencing'],2
['divergent'],2
['pretended murder'],2
['russian revolution 1917'],2
['firefly'],2
"[""workers' quarter""]",2
['repentance'],2
['boxing trainer'],2
['tarkovskyesque'],2
['old house'],2
['telegram'],2
['red hair'],2
['e-mail'],2
['candle'],2
['deep space explorer'],2
['cole younger'],2
['battle for survival'],2
['newfoundland'],2
['wedding planer'],2
['struggling actor'],2
['political negotiations'],2
['externally controlled action'],2
['turk'],2
['australian'],2
"['real estate developer', 'real estate development']",2
['based on greek myth'],2
['hometown'],2
['cross country'],2
['perseus'],2
['drug overdose'],2
['spelling bee'],2
['reference to god'],2
['dallas texas'],2
['solidarity'],2
['copenhagen'],2
['field'],2
['injury'],2
['police fake'],2
['countess'],2
['decoy'],2
['stamp'],2
['low-budget'],2
['italian'],2
['matchmaking'],2
['king richard'],2
['catfishing'],2
['step brother'],2
['golden egg'],2
"[""girls' boarding school""]",2
['police shootout'],2
['tower'],2
['phone booth'],2
['s.w.a.t.'],2
['angry mob'],2
['vineyard'],2
['johannesburg'],2
['world trade center'],2
['arkansas'],2
['metamorphosis'],2
['vanity'],2
['cocktail'],2
['antiquary'],2
['southern france'],2
['fast food'],2
['burn victim'],2
['defense industry'],2
['labor'],2
['atrocity'],2
['bosnian war of 1992-1995'],2
['manufacturing'],2
['unfaithful husband'],2
['unfaithful boyfriend'],2
['adult as a child'],2
['mortgage'],2
['music festival'],2
['evil doctor'],2
['fat woman'],2
['fat suit'],2
['rat'],2
['press'],2
['camera'],2
"['stasis', 'stasi']",2
['divorcee'],2
['mysterious killer'],2
['black and white to color'],2
['lost at sea'],2
['air raid'],2
['gospel'],2
['king of england'],2
['starvation'],2
['georgia'],2
['vulkan'],2
['storytelling'],2
['troubled teen'],2
['cons and scams'],2
['briefcase'],2
['spider bite'],2
['freedom of speech'],2
['feud'],2
['manchester city'],2
['drill instructor'],2
['death of brother'],2
['mysterious letter'],2
['architecture'],2
['milwaukee wisconsin'],2
['unfulfilled love'],2
['white russian'],2
['irony'],2
['military life'],2
['gangster rap'],2
['hunting human beings'],2
['bratislava'],2
['intergalactic travel'],2
['mad doctor'],2
['country estate'],2
['smuggling of arms'],2
['rope bridge'],2
['central america'],2
['radiation'],2
['switzerland'],2
['unfulfillment'],2
['treasure map'],2
['stolen identity'],2
['emergency surgery'],2
['coral reef'],2
['french noir'],2
['brother-in-law brother-in-law relationship'],2
['sorority house'],2
['walking cane'],2
['school teacher'],2
['jinx'],2
['zookeeper'],2
['masquerade'],2
['world cup'],2
['probation'],2
['sailing trip'],2
['fake boyfriend'],2
['book editor'],2
['dissection'],2
['roof'],2
['somalia'],2
['health'],2
['penis'],2
['garden shears'],2
['south america'],2
['psycho'],2
['surprise ending'],2
['bail jumper'],2
['conductor'],2
['moped'],2
['failure'],2
['iceberg'],2
['political corruption'],2
['ex-detainee'],2
['atlanta'],2
['criminal underworld'],2
['human brain'],2
['realism'],2
['ski jump'],2
"['creation', 'creationism']",2
['polar bear'],2
['machinist'],2
['figure skating'],2
"['publishing', 'publisher']",2
['fashion show'],2
['eyesight'],2
['eye operation'],2
['wake'],2
['cookbook'],2
['perfectionist'],2
['spice'],2
['butcher'],2
['drug trade'],2
['intellectual property'],2
['face slap'],2
['frat party'],2
['annabelle'],2
['pride'],2
['baseball player'],2
['dangerous mission'],2
['aspiring actor'],2
['racial issues'],2
['restaurant critic'],2
['gang of thieves'],2
['near-death experience'],2
['iraq veteran'],2
['false accusations'],2
['salesperson'],2
['megacity'],2
['young people'],2
['infant'],2
['fortune'],2
['alternate timeline'],2
['leave'],2
['look-alike'],2
['homepage'],2
['teenage rebellion'],2
['horror anthology'],2
['geek'],2
['border'],2
['montmartre'],2
['radio broadcast'],2
['sex-shop'],2
['controversial'],2
['discovery'],2
['loop'],2
['galactic war'],2
['alien race'],2
['tidal wave'],2
['grave robbing'],2
['ritual'],2
['marijuana joint'],2
"['shoe', 'shoes']",2
['overachiever'],2
['crime lord'],2
['war victim'],2
['physicist'],2
['biological experiment'],2
['cathedral'],2
['talking dog'],2
['solar system'],2
['nebraska'],2
['military spoof'],2
['alabama'],2
['chinatown'],2
['taxes'],2
['pflegen'],2
['carrier pigeon'],2
['flaming arrow'],2
['loss of powers'],2
['hockey mask'],2
['aunt nephew relationship'],2
['15th century'],2
['straight razor'],2
['profession'],2
['free spirit'],2
['glam rock'],2
['conveyor belt'],2
"['duplicity', 'duplicate']",2
['dam'],2
['hijinks'],2
['allegory'],2
['dynasty'],2
['cemetary'],2
['roulette'],2
['massage therapist'],2
['meat'],2
['epic battle'],2
['protection money'],2
['smithsonian'],2
['female musician'],2
['singing contest'],2
['acapella'],2
['organ'],2
['oppression'],2
['rabbi'],2
['theodore roosevelt'],2
['stockbroker'],2
['wall'],2
['classic'],2
['robin'],2
['song writing'],2
['governess'],2
['unexpected happiness'],2
['convent'],2
['gluttony'],2
['novice'],2
['business woman'],2
['life raft'],2
"[""boys' school""]",2
['triangle'],2
['hippopotamus'],2
['rainforest'],2
['pyre'],2
['beauty pageant'],2
['sentence'],2
['bootlegger'],2
['singing competition'],2
['rope'],2
['missouri'],2
['expectant mother'],2
['henry viii'],2
['power takeover'],2
['cult figure'],2
['misfortune'],2
['ersatz'],2
['lower east side'],2
"['dove', 'doves']",2
['mugging'],2
['peace'],2
['rural ireland'],2
['machine town'],2
['tv morning show'],2
['drone'],2
['massage'],2
['crime boss'],2
['dance contest'],2
['precognition'],2
['seeing the future'],2
['scavenger hunt'],2
['junkyard'],2
['diamond mine'],2
['ambiguous ending'],2
['fenway park'],2
['milan'],2
['sausage'],2
['louvre'],2
"['finger', 'fingers']",2
['heat'],2
['twilight'],2
['s.a.t.'],2
['iranian'],2
['evisceration'],2
['whispering'],2
['ice skating'],2
['sensei'],2
['reference to superman'],2
['chorus girl'],2
['proto-slasher'],2
['veterinary clinic'],2
['behind the scenes'],2
['spiritualist'],2
['harpoon'],2
['turns into animal'],2
['audience'],2
['pubic hair'],2
['wildlife conservation'],2
['small person'],2
['infantry'],2
['theory'],2
['occult ritual'],2
['dark carnival'],2
['wyatt earp'],2
['deputy sheriff'],2
['orderly'],2
['sex therapy'],2
['bad father-in-law'],2
['illegitimate son'],2
['nanotechnology'],2
['record store'],2
['logbook'],2
['gay sex'],2
['record collection'],2
"['hebrew', 'hebrews']",2
['answering machine'],2
['asthma'],2
['basketball team'],2
['military law'],2
['male virgin'],2
['ejection seat'],2
['st. petersburg russia'],2
['teen sex comedy'],2
['idaho'],2
['trilogy'],2
['slow motion scene'],2
['supernova'],2
['cheating husband'],2
['texan'],2
['dare'],2
['clumsiness'],2
['stage show'],2
['ruins'],2
['blood spurting'],2
['family history'],2
['red army'],2
['musical segments'],2
['fast motion scene'],2
['martial arts master'],2
['paradox'],2
['underage drinking'],2
['hammer horror'],2
['charles dickens'],2
['jupiter'],2
['masked ball'],2
['orgy'],2
['videoband'],2
['cupboard'],2
['tango'],2
"['rowing', 'row']",2
['grandfather'],2
['total destruction'],2
['alarm clock'],2
['pest'],2
['jogging'],2
['urban setting'],2
['emergency landing'],2
['park ranger'],2
['canyon'],2
['saigon'],2
['lesson'],2
['sumo ringer'],2
['karma'],2
['picnic'],2
['perfume'],2
['baltimore'],2
['misunderstanding'],2
['mustang'],2
['police sergeant'],2
['german accent'],2
['criticism and blame'],2
['soviet'],2
['past relationship'],2
['post nuclear'],2
['wettermann'],2
['weather forecast'],2
['leonardo da vinci'],2
['implant'],2
['nihilism'],2
['ex cia agent'],2
['street shootout'],2
['timebomb'],2
['madrid'],2
['only child'],2
['rebellious youth'],2
['george w. bush'],2
['walking'],2
['uniform'],2
"['b-girl', 'b-girling']",2
['walrus'],2
['levitation'],2
['enterprise-e'],2
['plot'],2
['macho'],2
['skunk'],2
['crossdressing'],2
['grass'],2
['gay couple'],2
['beautiful girl'],2
['succubus'],2
['slumber party'],2
['sexual murder'],2
['white trash'],2
['theatre audience'],2
['hired killer'],2
['slave owner'],2
['creativity'],2
['exploding airplane'],2
['\xa0'],2
['action heroine'],2
['gene manipulation'],2
['smuggler'],2
['cruise ship'],2
['impalement'],2
['tycoon'],2
['dog dirt'],2
['discrimination'],2
['boat accident'],2
['splatter'],2
['teen suicide'],2
['coup'],2
['garfield'],2
['aspiring writer'],2
['knife fight'],2
['armageddon'],2
['promiscuity'],2
['testicles'],2
['savannah'],2
"['psychedelic', 'psychedelics']",2
['nazism'],2
['fictional tv show'],2
['northern france'],2
['ark of the covenant'],2
['b horror'],2
['intensive care'],2
['pile of dead bodies'],2
['death of daughter'],2
['oil field'],2
['poland'],2
['motel room'],2
"['simulation', 'simulator']",2
['caregiver'],2
['russian spy'],2
['freshman'],2
['small town sheriff'],2
['eye patch'],2
['barricade'],2
['prospector'],2
['flapper'],2
['war hero'],2
['motorcycle chase'],2
['jerusalem'],2
['guardian angel'],2
['crying woman'],2
['indonesia'],2
['bromance'],2
['antidote'],2
['wedding vows'],2
['fan culture'],2
['dinner'],2
['stock-car-race'],2
['parachute'],2
['tahiti'],2
['bone'],2
['poster'],2
['rocket launcher'],2
['child labor'],2
['environmental law'],2
['peer pressure'],2
['nuclear explosion'],2
['chivalry'],2
['foreign legion'],2
['hitwoman'],2
['labyrinth'],2
['prison escape'],2
['severed foot'],2
['slaughterhouse'],2
['wishes come true'],2
['reanimated corpse'],2
['troubled marriage'],2
['september 11 2001'],2
['double agent'],2
['pipe smoking'],2
['house party'],2
['life turned upside down'],2
['metal'],2
['elopement'],2
['secret door'],2
['new home'],2
['button'],2
['automobile industry'],2
['money delivery'],2
"['clique', 'cliques']",2
['mountain village'],2
['outbreak'],2
['unwanted kiss'],2
['jumping rope'],2
['female hero'],2
['rodeo'],2
['sloth'],2
['burglary'],2
['saber-toothed tiger'],2
['hate'],2
['monopoly'],2
['jew persecution'],2
['dynamite'],2
['equality'],2
['integration'],2
['spongebob'],2
['corrupt politician'],2
['horror movie remade'],2
['rogue cop'],2
['disembodied head'],2
"['paganism', 'pagan']",2
['relic'],2
['crisis of faith'],2
['drug scene'],2
['crop circle'],2
['romantic'],2
['human nature'],2
['courtship'],2
['travelling circus'],2
['callboy'],2
['hand grenade'],2
['militia'],2
['mammoth'],2
['commando unit'],2
['supervillain'],2
['native peoples'],2
['apartment building'],2
['escaped killer'],2
['tent'],2
['ottoman empire'],2
['diving suit'],2
['captain nemo'],2
['farm life'],2
['based on supposedly true story'],2
['chaos and mayham'],2
['tutor'],2
['bakery'],2
['space invasion'],2
['retribution'],2
['terrorist attack'],2
['vietnamese'],2
['neighbor neighbor relationship'],2
['childlessness'],2
['gas attack'],2
['time warp'],2
['restart'],2
['celibacy'],2
['arrow'],2
['cobra'],2
['fast food restaurant'],2
['lobotomy'],2
['cattle'],2
['inmate'],2
['evil queen'],2
['cult director'],2
['brood'],2
['organ donation'],2
['biohazard'],2
['sorceress'],2
['sleeping beauty'],2
['heiress'],2
['retelling'],2
['knights of the round table'],2
"[""women's sexual identity""]",2
['king arthur'],2
['camelot'],2
['ballet dancer'],2
['pawnshop'],2
['estrangement'],2
['faithlessness'],2
['plo'],2
['jealous husband'],2
['sidekick'],2
['american spy'],2
['half breed'],2
['captain america'],2
['group therapy'],2
['deepsea'],2
['ecology'],2
['saxophonist'],2
['autograph'],2
['heir'],2
['pitbull'],2
['east germany'],2
['tyranny'],2
['idealism'],2
['animal lover'],2
['middle school'],2
['vienna austria'],2
['blood on shirt'],2
['pursuit'],2
['nascar'],2
['advertising'],2
['family dinner'],2
['dreamer'],2
['military unit'],2
['emotions'],2
['henchmen'],2
['munition'],2
['jet ski'],2
['panther'],2
['repressed memory'],2
['dalai lama'],2
['police officer killed'],2
['bowling ball'],2
['iron'],2
['medieval times'],2
['village people'],2
['abraham lincoln'],2
['idiot'],2
['flogging'],2
['repossession'],2
['sunset'],2
['revolver'],2
['tobacco industry'],2
['tobacco'],2
['space war'],2
['lhasa'],2
['dark horse comics'],2
['superhero spoof'],2
['industrial revolution'],2
['shovel'],2
['skull'],2
['casanova'],2
['tools'],2
['town in panic'],2
['sphinx'],2
['money problems'],2
['lens flare'],2
['excavation'],2
"['briefing', 'briefs']",2
['beatnik'],2
['music style'],2
['joker'],2
['scientology'],2
['autonomy'],2
['duck'],2
['bell'],2
['baby geniuses'],2
['shot in the stomach'],2
['american president'],2
['racer'],2
['messiah'],2
['catholic school'],2
"['fast', 'fasting']",2
['secession'],2
['psychoanalysis'],2
['sigmund freud'],2
['dock'],2
['exam'],2
['tour bus'],2
['b movie'],2
['super speed'],2
['man slaps a woman'],2
['deserted town'],2
['troops'],2
['death of son'],2
['political unrest'],2
['bear attack'],2
['bickering'],2
['bartender'],2
['dorm room'],2
['hazing'],2
['journey in the past'],2
['doberman'],2
['crook'],2
['reality spoof'],2
['teenage life'],2
['motorcycle racing'],2
['military tribunal'],2
['old man'],2
['rocker'],2
['pig mask'],2
['child vampire'],2
['crazy'],2
['story'],2
"['pervertion', 'pervert']",2
['public humiliation'],2
['tricycle'],2
['contamination'],2
['hulk'],2
['cheating on partner'],2
['neo-nazi'],2
['hotelier'],2
['phone'],2
['fall in love'],2
['based on short film'],2
['animal death'],2
['married'],2
['martial arts tournament'],2
['strangulation'],2
['lgbt elderly'],2
['tape recorder'],2
"['kickboxer', 'kickboxing']",2
['princeton university'],2
['cigarette lighter'],2
['hazmat suit'],2
['m.i.t.'],2
['one last job'],2
['carefree'],2
['blueprint'],2
['book of the dead'],2
['fellatio'],2
"['jewel', 'jeweler']",2
['quebec'],2
['shot through a wall'],2
['hyena'],2
['frontier'],2
['leg brace'],2
['dj'],2
['crew'],2
['railway station'],2
['taboo'],2
['insecurity'],2
['essay'],2
['social services'],2
['gothic horror'],2
['black ops'],2
['remote control'],2
['call girl'],2
['faked death'],2
['game of death'],2
['training camp'],2
['balkan war'],2
['privacy'],2
['business ethics'],2
['descendant'],2
['blunt'],2
['young heroes'],2
['abortion'],2
['new job'],2
['agriculture'],2
['crossword puzzle'],2
['bodily disabled person'],2
['low self esteem'],2
['car mechanic'],2
['stormtrooper'],2
['survivalist'],2
['ship captain'],2
['monarchy'],2
['harley davidson'],2
['woman reporter'],2
['gala'],2
['polio'],2
['bonfire'],2
['comb'],2
['one-sided love'],2
['door'],2
['living dead'],2
['subjective camera'],2
['group sex'],2
['instructor'],2
['ouija'],2
['mental hospital'],2
['travel agent'],2
['animated sequence'],2
['soviet troops'],2
"['obese', 'obesity']",2
['record player'],2
['second chance'],2
['fountain'],2
['fascination'],2
['provocation'],2
['aircraft carrier'],2
['suburb'],2
['wiretap'],2
['lolita'],2
['lgbt child'],2
['medical experiment'],2
['soap opera'],2
"['black panthers', 'black panther']",2
['hipster'],2
['parts of dead body'],2
['wig'],2
['supernatural horror'],2
['italian american'],2
['suspended animation'],2
['stuck in elevator'],2
['girl fight'],2
['bigotry'],2
['natural history'],2
['therapy'],2
['disfigurement mask'],2
['anti war'],2
['jay and silent bob'],2
['headline'],2
['canon'],2
['indiana jones spoof scene'],2
['violent father'],2
['easter bunny'],2
['tragic villain'],2
['man between two women'],2
['docudrama'],2
['swimmer'],2
['sports agent'],2
['approach'],2
"['criticism', 'critic']",2
"['messages', 'message']",2
['wartime'],2
['culture'],2
['child custody'],2
['meat cleaver'],2
"['punk rock', 'punk rocker']",2
['latino'],2
['bicycle'],2
['greek'],2
['rookie'],2
['great soundtrack'],2
['child bride'],2
['instinct'],2
['getaway'],2
['dark humor'],2
['cartoon cat'],2
['world war iii'],2
['law firm'],2
['northern england'],2
['historical fiction'],2
['sperm donor'],2
['bank heist'],2
"['aggression', 'aggressive']",2
['brother sister incest'],2
['desolate'],2
"['conversation', 'conversion']",2
['water park'],2
['midwest'],2
['tooth fairy'],2
['nuclear war'],2
['pregnant minor'],2
"['brumby', 'brumbies']",2
['bullet'],2
['resort'],2
['torso cut in half'],2
['torpedo'],2
['covert operation'],2
['attempted suicide'],2
['origin'],2
['brother against brother'],2
['bad cop'],2
['simulated reality '],2
['dragonfly'],2
['country club'],2
['impregnation'],2
['shot through a door'],2
['moon landing'],2
['foot race'],2
['landmine'],2
['valet'],2
['staff'],2
['electrocution'],2
['computer expert'],2
['foreign aid'],2
['case'],2
"['gnomes', 'gnome']",2
['damsel in distress'],2
['rise to power'],2
['deceit'],2
['eavesdropping'],2
"['mob', 'mobbing']",2
['gang violence'],2
['broken arm'],2
['maverick cop'],2
['tempel'],2
['drug trip'],2
['arm ripped off'],2
['prom queen'],2
['kitten'],2
['magic trick'],2
['monkey king'],2
['remorse'],2
['world supremacy'],2
['dream girl'],2
['social climbing'],2
['ventriloquist dummy'],2
['bomb attack'],2
['man eaten by monster'],2
['elementary school'],2
['starships'],2
['chinese'],2
['parasite'],2
['surrey'],2
['fireplace'],2
['lobby'],2
['fictionalized history'],2
['rape and revenge'],2
['champion'],2
['pre-code'],2
['inspired by true events'],2
['sexual harassment'],2
['reputation'],2
['spring break'],2
['gun fight'],2
['crimea'],1
['adrenalin'],1
['sweepstakes'],1
['health inspector'],1
['film score'],1
['bullet proof vest'],1
['shot point blank'],1
['als'],1
['boundary violations'],1
['twin synchronization'],1
['defibrillation'],1
['punter'],1
['starting over'],1
['confronting the past'],1
['crypt keeper'],1
['pharmacy'],1
['slow cinema'],1
['hungary'],1
['uncover truth'],1
['contraception'],1
['priestess'],1
['arrested development'],1
['bass guitarist'],1
['british lancers'],1
['trowel'],1
['bare knuckle boxing'],1
['blind tutor'],1
['jumping off a bridge'],1
['attempted strangulation'],1
['angel costume'],1
['laundromat'],1
['purgatory'],1
['crawling hand'],1
['third reich'],1
['slang'],1
['damascus'],1
['electrical torture'],1
['mold'],1
['pikey'],1
['nazi hunter'],1
['daywalker'],1
['noise complaint'],1
['economic crisis'],1
['ganja'],1
['base'],1
['fraternal twins'],1
['axe in the head'],1
['sexual torture'],1
['reference to gregory hines'],1
['mysterious character'],1
['sino japanese war'],1
['lincoln nebraska'],1
['sexual disorder'],1
['inn'],1
['casting'],1
['pickup truck'],1
['romanian new wave'],1
['sex slave'],1
['baby born'],1
['trail of blood'],1
['georgia europe'],1
['gurney'],1
['war zone'],1
['gold watch'],1
['camel'],1
['police badge'],1
['singapur'],1
['food intoxication'],1
['german submarine'],1
['arms'],1
['life'],1
['downtrodden'],1
['confession booth'],1
['thoughts of retirement'],1
['stephen hawking'],1
['naval battle'],1
['brothers love same woman'],1
['prosthetic arm'],1
['working in the nude'],1
['fictionalized biography'],1
['hail mary'],1
['police officer shot'],1
['saviour'],1
['drive by shooting'],1
['confessional'],1
['loft'],1
['tower of babel'],1
['last will and testament'],1
['apathy'],1
['based on memoir'],1
['exzentrik'],1
